"subject","trial","dots_left","dots_right","correct","rt","confidence"
12,63,50,54,TRUE,1415.67999999964,4
12,64,54,50,TRUE,1353.11499999987,3
12,65,50,52,TRUE,1227.58999999997,5
12,66,50,52,TRUE,1083.90000000008,5
12,67,50,52,TRUE,1232.83499999985,4
12,68,52,50,TRUE,1890.54500000016,2
12,69,52,50,FALSE,1099.2350000001,2
12,70,50,54,TRUE,1054.60500000027,4
12,71,54,50,TRUE,1256.65999999997,3
12,72,52,50,FALSE,1268.51000000036,5
12,73,50,54,TRUE,1653.09500000009,5
12,74,50,54,TRUE,1454.41000000027,3
12,75,52,50,TRUE,1289.6700000001,4
12,76,50,52,TRUE,1200.75499999983,5
12,77,52,50,FALSE,2055.07000000036,4
12,78,50,54,FALSE,1380.22499999986,3
12,79,50,56,TRUE,977.274999999732,6
12,80,56,50,TRUE,1665.5300000002,4
12,81,54,50,FALSE,1107.48999999982,5
12,82,50,56,TRUE,1716.87000000023,6
12,83,50,56,FALSE,1738.81499999971,3
12,84,50,58,TRUE,894.985000000335,4
12,85,50,58,TRUE,1048.21499999985,4
12,86,50,56,FALSE,2583.06500000024,4
12,87,50,58,FALSE,1470.41500000021,4
12,88,50,60,TRUE,1436.90999999986,3
12,89,50,60,TRUE,1161.36499999993,5
12,90,58,50,TRUE,1425.60500000033,2
12,91,58,50,FALSE,1283.57499999995,2
12,92,60,50,TRUE,1647.96500000008,4
12,93,60,50,TRUE,1124.4899999997,3
12,94,50,58,TRUE,968.229999999981,5
12,95,50,58,FALSE,2615.09500000009,4
12,96,50,60,TRUE,999.714999999909,5
12,97,50,60,TRUE,987.359999999637,6
12,98,50,58,TRUE,1025.84500000015,6
12,99,50,58,TRUE,1019.92999999993,6
12,100,50,56,TRUE,2560.08500000008,4
12,101,50,56,FALSE,1611.29000000033,4
12,102,50,58,TRUE,985.639999999898,5
12,103,50,58,TRUE,959.534999999916,6
12,104,56,50,TRUE,1590.13499999989,4
12,105,56,50,FALSE,1241.07000000001,4
12,106,58,50,TRUE,1479.68500000029,3
12,107,58,50,FALSE,1878.46000000037,5
12,108,60,50,FALSE,1328.10999999993,4
12,109,50,62,TRUE,1191.65499999968,5
12,110,50,62,FALSE,1446.95499999984,3
12,111,50,64,TRUE,1198.55999999982,6
12,112,50,64,TRUE,1158.14499999984,6
12,113,62,50,TRUE,1100.53500000003,5
12,114,62,50,TRUE,1042.49500000011,5
12,115,50,60,TRUE,1058.66500000004,6
12,116,50,60,TRUE,1080.64500000002,3
12,117,58,50,FALSE,1110.2350000001,4
12,118,60,50,TRUE,1001.63500000007,6
12,119,50,60,TRUE,1487.95000000019,5
12,120,50,58,TRUE,2820.31000000006,3
13,1,50,70,TRUE,1156.36500000255,4
13,2,70,50,TRUE,1072.99000000057,4
13,3,68,50,TRUE,1219.20500000124,4
13,4,50,68,TRUE,968.630000003031,2
13,5,66,50,TRUE,1344.47499999078,3
13,6,66,50,TRUE,1614.15999999736,2
13,7,50,64,FALSE,1156.51000000071,1
13,8,50,66,TRUE,1081.88500000688,5
13,9,50,66,TRUE,1254.21500000812,3
13,10,64,50,TRUE,1670.87999999058,2
13,11,50,64,TRUE,4859.57499999495,3
13,12,50,62,TRUE,1196.61499999347,2
13,13,50,62,TRUE,2222.48500000569,2
13,14,60,50,TRUE,2073.65999999456,1
13,15,60,50,TRUE,1447.56500000949,4
13,16,58,50,FALSE,1942.83999998879,5
13,17,60,50,TRUE,1870.05000001227,2
13,18,60,50,FALSE,1579.94500000495,2
13,19,62,50,TRUE,1254.28999999713,3
13,20,62,50,FALSE,2018.88499999768,5
13,21,64,50,TRUE,1310.8249999932,3
13,22,64,50,TRUE,1573.7850000005,3
13,23,62,50,TRUE,1595.02000000793,5
13,24,62,50,TRUE,1664.90499999782,2
13,25,60,50,TRUE,1447.79999999446,3
13,26,50,60,FALSE,2146.28000000084,3
13,27,62,50,TRUE,4170.96500001207,2
13,28,50,62,TRUE,1419.69999999856,4
13,29,60,50,FALSE,1252.91999999899,5
13,30,62,50,TRUE,1143.90500000445,4
13,31,62,50,TRUE,1172.68999999214,4
13,32,60,50,TRUE,2223.68500000448,3
13,33,50,60,TRUE,1262.51500000944,2
13,34,50,58,TRUE,1459.95499999844,2
13,35,58,50,FALSE,1618.0100000056,1
13,36,60,50,TRUE,1487.05500000506,1
13,37,60,50,TRUE,1210.3000000061,2
13,38,50,58,TRUE,2194.83500000206,2
13,39,58,50,TRUE,1524.86000000499,3
13,40,56,50,TRUE,1315.31999999424,3
13,41,56,50,TRUE,1602.75000000547,3
13,42,50,54,TRUE,1579.70499999647,2
13,43,54,50,FALSE,4212.31499999703,3
13,44,56,50,TRUE,13051.7350000009,2
13,45,50,56,TRUE,2203.23499999358,5
13,46,50,54,TRUE,2820.24000000092,5
13,47,54,50,TRUE,1466.29499999108,5
13,48,52,50,TRUE,1132.27000000188,4
13,49,50,52,TRUE,1138.99499998661,5
13,50,52,50,TRUE,1137.09499999823,5
13,51,52,50,FALSE,2369.74999999802,3
13,52,50,54,FALSE,3411.59000000334,3
13,53,56,50,FALSE,1513.21000000462,2
13,54,58,50,TRUE,1150.90999999666,3
13,55,50,58,TRUE,920.92999999295,5
13,56,50,56,TRUE,1109.73000001104,5
13,57,50,56,TRUE,1448.88999999966,6
13,58,50,54,FALSE,1094.0649999975,6
13,59,56,50,TRUE,1205.00000000175,3
13,60,50,56,TRUE,1419.98999999487,6
13,61,54,50,TRUE,1040.08999999496,6
13,62,54,50,TRUE,2245.33499999961,3
13,63,50,52,TRUE,1450.23000000219,3
13,64,52,50,TRUE,1214.14999999979,5
13,65,50,52,FALSE,1275.68500000052,5
13,66,50,54,TRUE,1276.9100000005,5
13,67,54,50,TRUE,1294.64999999618,5
13,68,50,52,TRUE,1030.66499999841,5
13,69,52,50,TRUE,1115.68000000261,5
13,70,50,52,TRUE,1173.28000000271,3
13,71,52,50,TRUE,1495.53500000911,3
13,72,52,50,FALSE,1104.36499999196,5
13,73,50,54,TRUE,1045.27499999676,6
13,74,50,54,FALSE,1651.01999999024,5
13,75,50,56,FALSE,1261.54000000679,5
13,76,58,50,TRUE,1221.43499999947,5
13,77,58,50,TRUE,1622.00000000303,6
13,78,50,56,TRUE,1212.98500000557,6
13,79,56,50,TRUE,1099.09000000334,6
13,80,50,54,TRUE,1475.83999999915,1
13,81,54,50,TRUE,1544.85000000568,2
13,82,52,50,FALSE,1144.67500000319,4
13,83,50,54,TRUE,993.295000007492,5
13,84,54,50,TRUE,986.620000010589,5
13,85,50,52,TRUE,1157.06499999214,6
13,86,52,50,TRUE,1221.39500000048,5
13,87,52,50,TRUE,1117.59000000893,5
13,88,52,50,TRUE,1155.26499999396,5
13,89,52,50,TRUE,912.064999996801,3
13,90,52,50,TRUE,945.074999995995,4
13,91,52,50,TRUE,1112.23499999323,1
13,92,50,52,FALSE,1049.57999999169,4
13,93,54,50,TRUE,1058.62499999057,6
13,94,50,54,TRUE,1274.51000000292,1
13,95,50,52,FALSE,1170.42500000389,3
13,96,54,50,TRUE,1498.68500001321,3
13,97,50,54,TRUE,920.750000004773,6
13,98,52,50,FALSE,1209.1700000019,6
13,99,50,54,FALSE,1191.0649999918,1
13,100,56,50,TRUE,1051.77999999432,3
13,101,56,50,TRUE,921.275000000605,3
13,102,50,54,TRUE,1061.21499999426,5
13,103,54,50,TRUE,1026.37500000128,2
13,104,50,52,TRUE,1110.54500000319,3
13,105,52,50,TRUE,966.245000003255,4
13,106,52,50,FALSE,1030.1899999904,5
13,107,54,50,TRUE,892.554999998538,2
13,108,50,54,TRUE,1084.18499999971,1
13,109,50,52,FALSE,1161.57500000554,3
13,110,54,50,TRUE,1108.74000001058,3
13,111,50,54,TRUE,1152.69499999704,4
13,112,50,52,FALSE,971.340000003693,3
13,113,50,54,FALSE,1399.85000000161,3
13,114,56,50,TRUE,2580.85500000743,3
13,115,56,50,FALSE,908.995000005234,1
13,116,50,58,TRUE,1021.95499998925,3
13,117,50,58,TRUE,1331.73499999975,3
13,118,56,50,TRUE,1015.93499998853,5
13,119,56,50,TRUE,1112.35999999917,5
13,120,50,54,TRUE,1219.0949999931,3
14,1,70,50,TRUE,2973.6349999439,1
14,2,70,50,TRUE,1803.75000007916,4
14,3,50,68,TRUE,1505.81999996211,5
14,4,68,50,FALSE,3023.70999997947,5
14,5,50,70,TRUE,4403.7000000244,5
14,6,70,50,TRUE,1517.78500003275,6
14,7,68,50,TRUE,1401.68500004802,6
14,8,50,68,TRUE,1494.47500007227,6
14,9,66,50,TRUE,1151.30000002682,6
14,10,66,50,TRUE,1060.70499995258,6
14,11,50,64,TRUE,1104.53000001144,6
14,12,64,50,TRUE,1299.09500002395,6
14,13,50,62,FALSE,1309.49000001419,6
14,14,50,64,FALSE,1039.73499999847,6
14,15,66,50,TRUE,1188.08999995235,6
14,16,50,66,FALSE,4974.21000001486,3
14,17,50,68,TRUE,1805.7549999794,6
14,18,68,50,TRUE,1180.55500008631,6
14,19,50,66,TRUE,1099.57500000019,5
14,20,50,66,FALSE,1747.99499998335,4
14,21,50,68,TRUE,1343.69500004686,6
14,22,68,50,TRUE,1042.9249999579,6
14,23,50,66,TRUE,1138.27999995556,4
14,24,66,50,TRUE,1260.26499993168,6
14,25,64,50,FALSE,1104.65500003193,6
14,26,66,50,TRUE,1103.12499990687,6
14,27,66,50,TRUE,1091.13499999512,6
14,28,64,50,FALSE,4996.15999998059,1
14,29,50,66,TRUE,1197.74500001222,5
14,30,66,50,TRUE,1048.16000000574,5
14,31,64,50,TRUE,1423.43500000425,5
14,32,50,64,TRUE,1028.50500005297,6
14,33,62,50,TRUE,1040.75499996543,6
14,34,50,62,TRUE,927.84500005655,6
14,35,60,50,TRUE,1004.82499995269,6
14,36,50,60,TRUE,1091.75000002142,5
14,37,58,50,TRUE,1068.8300000038,5
14,38,50,58,FALSE,1087.41500007454,5
14,39,60,50,TRUE,2319.8600000469,2
14,40,50,60,TRUE,1518.19999993313,6
14,41,50,58,FALSE,1152.35999994911,4
14,42,50,60,FALSE,1212.81499997713,5
14,43,62,50,TRUE,1184.5650000032,5
14,44,62,50,TRUE,1272.13499997742,5
14,45,50,60,FALSE,1038.41999999713,5
14,46,62,50,TRUE,1093.49500003736,5
14,47,62,50,TRUE,1105.05499993451,5
14,48,50,60,FALSE,2557.57499998435,2
14,49,50,62,FALSE,1940.6799999997,4
14,50,64,50,TRUE,1799.14999997709,5
14,51,64,50,TRUE,1022.51000003889,5
14,52,50,62,TRUE,1453.39499996044,3
14,53,62,50,TRUE,1139.7799999686,4
14,54,60,50,TRUE,1075.7450000383,5
14,55,60,50,TRUE,1313.25999996625,4
14,56,58,50,TRUE,2093.35999994073,4
14,57,50,58,TRUE,1996.33500003256,2
14,58,56,50,TRUE,1403.24500005227,4
14,59,50,56,TRUE,2060.53499993868,3
14,60,50,54,FALSE,1410.45500000473,2
14,61,56,50,TRUE,1727.17500000726,4
14,62,50,56,TRUE,1185.22999994457,3
14,63,50,54,FALSE,1230.67999992054,2
14,64,56,50,TRUE,1348.25999999885,2
14,65,56,50,TRUE,1645.58000001125,2
14,66,50,54,FALSE,1185.24000002071,2
14,67,50,56,FALSE,2165.45500000939,2
14,68,58,50,TRUE,1108.60499995761,2
14,69,50,58,FALSE,1011.2599999411,2
14,70,50,60,FALSE,970.175000024028,2
14,71,50,62,FALSE,1431.05000001378,1
14,72,50,64,FALSE,1070.75499999337,1
14,73,66,50,TRUE,1308.46500000916,2
14,74,66,50,TRUE,968.575000064448,2
14,75,64,50,TRUE,1064.87499992363,1
14,76,64,50,TRUE,1326.83499995619,3
14,77,50,62,FALSE,969.245000043884,3
14,78,50,64,TRUE,1320.97000000067,4
14,79,64,50,TRUE,1286.04999999516,5
14,80,62,50,TRUE,1052.01500002295,5
14,81,50,62,FALSE,7631.95000006817,1
14,82,64,50,TRUE,1193.014999968,5
14,83,64,50,TRUE,1289.06999994069,4
14,84,62,50,TRUE,1134.57499991637,5
14,85,50,62,TRUE,1158.78500009421,5
14,86,50,60,FALSE,1569.40499995835,3
14,87,50,62,FALSE,1244.55000006128,2
14,88,50,64,TRUE,1149.9199999962,5
14,89,64,50,TRUE,932.81000002753,5
14,90,62,50,TRUE,1075.01000002958,5
14,91,62,50,TRUE,998.404999962077,5
14,92,60,50,TRUE,992.164999945089,5
14,93,60,50,TRUE,870.439999969676,6
14,94,58,50,TRUE,1266.38499996625,6
14,95,50,58,FALSE,1027.47499989346,4
14,96,60,50,TRUE,836.8049999699,5
14,97,50,60,TRUE,1719.98499997426,5
14,98,50,58,TRUE,852.400000090711,6
14,99,58,50,TRUE,1032.43000002112,4
14,100,50,56,TRUE,1019.69999994617,4
14,101,50,56,TRUE,927.110000047833,4
14,102,54,50,TRUE,970.244999974966,4
14,103,54,50,TRUE,757.704999996349,5
14,104,50,52,FALSE,1995.90500001796,5
14,105,50,54,FALSE,1823.82499997038,3
14,106,50,56,TRUE,1200.48500003759,4
14,107,50,56,TRUE,1198.63500003703,4
14,108,50,54,TRUE,1708.12500000466,2
14,109,54,50,TRUE,1189.36499999836,1
14,110,52,50,FALSE,1241.8399999151,2
14,111,54,50,TRUE,1815.21999998949,1
14,112,50,54,TRUE,968.995000002906,3
14,113,52,50,FALSE,1002.69999995362,1
14,114,54,50,TRUE,2105.73000006843,4
14,115,54,50,FALSE,1510.31499996316,5
14,116,56,50,TRUE,1606.63500009105,5
14,117,50,56,TRUE,1119.54500002321,6
14,118,50,54,TRUE,2085.55499999784,4
14,119,54,50,TRUE,1260.63000003342,5
14,120,52,50,FALSE,1653.63499999512,2
15,1,50,70,TRUE,1147.40000001621,2
15,2,70,50,TRUE,1971.6999999946,4
15,3,68,50,TRUE,1111.62000003969,5
15,4,50,68,FALSE,1951.26500003971,2
15,5,70,50,TRUE,999.524999991991,5
15,6,50,70,TRUE,1551.94999999367,3
15,7,50,68,TRUE,1399.83999996912,2
15,8,50,68,TRUE,1217.24999998696,4
15,9,50,66,TRUE,1288.72499999125,5
15,10,50,66,TRUE,1273.00499996636,3
15,11,64,50,TRUE,1209.23500001663,4
15,12,50,64,TRUE,1024.08000000287,5
15,13,62,50,TRUE,888.394999958109,4
15,14,50,62,TRUE,1065.40500000119,3
15,15,50,60,TRUE,953.809999977238,4
15,16,50,60,FALSE,1376.9050000119,3
15,17,62,50,TRUE,1040.83000001265,4
15,18,62,50,TRUE,888.169999991078,5
15,19,50,60,TRUE,807.350000017323,5
15,20,50,60,TRUE,1065.15999999829,5
15,21,58,50,TRUE,850.219999963883,6
15,22,50,58,TRUE,914.404999988619,4
15,23,50,56,FALSE,1162.69000002649,3
15,24,50,58,TRUE,1369.74000005284,3
15,25,50,58,TRUE,1162.13999997126,2
15,26,56,50,TRUE,960.750000027474,5
15,27,50,56,TRUE,994.330000015907,3
15,28,50,54,FALSE,953.794999979436,4
15,29,56,50,TRUE,891.180000035092,5
15,30,50,56,TRUE,1057.36500001512,2
15,31,50,54,FALSE,954.599999997299,5
15,32,56,50,TRUE,1074.15499998024,3
15,33,56,50,TRUE,1146.88499999465,5
15,34,54,50,TRUE,914.709999982733,5
15,35,50,54,TRUE,1026.60500002094,4
15,36,50,52,FALSE,1211.66500000982,3
15,37,54,50,TRUE,882.319999975152,5
15,38,50,54,TRUE,874.745000037365,4
15,39,52,50,FALSE,1090.58999997796,3
15,40,50,54,TRUE,930.785000033211,5
15,41,50,54,TRUE,891.494999988936,4
15,42,52,50,TRUE,1162.9950000206,3
15,43,52,50,TRUE,1363.04000002565,4
15,44,52,50,TRUE,995.120000035968,5
15,45,50,52,TRUE,738.749999960419,5
15,46,52,50,TRUE,1042.55499999272,3
15,47,52,50,FALSE,986.395000014454,5
15,48,54,50,TRUE,1609.16500003077,5
15,49,54,50,FALSE,971.094999986235,5
15,50,50,56,FALSE,946.845000027679,2
15,51,58,50,TRUE,794.555000029504,4
15,52,58,50,TRUE,811.23499997193,5
15,53,56,50,TRUE,962.564999994356,4
15,54,56,50,FALSE,794.35000004014,4
15,55,58,50,TRUE,850.535000034142,5
15,56,50,58,TRUE,898.775000008754,5
15,57,56,50,TRUE,890.844999987166,5
15,58,56,50,TRUE,810.179999971297,4
15,59,54,50,FALSE,1994.70500001917,2
15,60,56,50,TRUE,1199.96999995783,5
15,61,56,50,TRUE,1242.06999997841,3
15,62,50,54,FALSE,1050.80000002636,4
15,63,50,56,TRUE,787.459999963176,5
15,64,50,56,TRUE,1330.98999998765,5
15,65,54,50,FALSE,1307.30500002392,4
15,66,50,56,TRUE,1138.65999999689,4
15,67,50,56,TRUE,1427.02000000281,5
15,68,54,50,TRUE,1097.99999999814,5
15,69,50,54,FALSE,2650.25499998592,3
15,70,56,50,TRUE,1098.83999999147,3
15,71,50,56,TRUE,993.810000014491,5
15,72,54,50,TRUE,1106.34500003653,4
15,73,50,54,TRUE,826.869999989867,4
15,74,52,50,TRUE,906.285000033677,5
15,75,52,50,FALSE,827.530000009574,4
15,76,54,50,TRUE,859.630000020843,5
15,77,50,54,TRUE,818.214999977499,5
15,78,50,52,FALSE,978.460000013001,5
15,79,50,54,FALSE,1290.63500004122,4
15,80,50,56,TRUE,994.249999988824,3
15,81,56,50,TRUE,1211.49999997579,5
15,82,50,54,TRUE,1035.20499996375,6
15,83,54,50,FALSE,1858.52499998873,4
15,84,56,50,FALSE,987.015000020619,5
15,85,58,50,TRUE,1018.37000000523,3
15,86,50,58,FALSE,1162.27999998955,1
15,87,60,50,FALSE,3553.2050000038,2
15,88,62,50,TRUE,1345.72499996284,5
15,89,62,50,TRUE,1938.56999999844,4
15,90,50,60,TRUE,898.719999997411,3
15,91,60,50,TRUE,1394.41499998793,3
15,92,58,50,FALSE,1026.59000002313,3
15,93,50,60,TRUE,882.429999997839,4
15,94,50,60,TRUE,930.365000036545,5
15,95,50,58,FALSE,1249.71500004176,3
15,96,50,60,TRUE,1258.34500003839,3
15,97,50,60,TRUE,1067.52499996219,5
15,98,58,50,TRUE,1234.49000000255,5
15,99,50,58,TRUE,906.545000034384,5
15,100,56,50,FALSE,1186.20999995619,5
15,101,50,58,TRUE,1018.54999997886,6
15,102,50,58,FALSE,1947.03999999911,2
15,103,60,50,TRUE,1122.02999996953,5
15,104,50,60,TRUE,1074.22499998938,5
15,105,58,50,TRUE,1099.08000001451,4
15,106,58,50,FALSE,987.224999989849,3
15,107,60,50,TRUE,1282.03499998199,2
15,108,60,50,TRUE,978.639999986626,5
15,109,58,50,TRUE,897.880000004079,4
15,110,58,50,FALSE,762.419999984559,4
15,111,60,50,TRUE,1257.86000001244,4
15,112,60,50,TRUE,1907.36999997171,5
15,113,50,58,TRUE,850.639999960549,6
15,114,58,50,TRUE,1050.11999997078,3
15,115,50,56,FALSE,802.620000031311,4
15,116,50,58,TRUE,795.08499999065,5
15,117,58,50,TRUE,1162.90999995545,4
15,118,56,50,FALSE,745.640000037383,5
15,119,58,50,TRUE,987.199999974109,4
15,120,50,58,TRUE,1907.10000001127,5
16,1,50,70,TRUE,5673.16999999821,1
16,2,70,50,TRUE,1639.95000000068,6
16,3,68,50,FALSE,4007.7850000016,4
16,4,70,50,TRUE,2641.99000000008,6
16,5,50,70,TRUE,1131.74000000072,6
16,6,50,68,TRUE,1809.44499999896,6
16,7,68,50,TRUE,804.265000002488,6
16,8,66,50,TRUE,4194.45500000074,3
16,9,66,50,FALSE,1218.61500000159,5
16,10,50,68,TRUE,1184.1600000007,6
16,11,68,50,TRUE,757.05999999991,6
16,12,50,66,TRUE,824.900000003254,6
16,13,50,66,TRUE,820.844999998371,6
16,14,50,64,TRUE,844.699999997829,6
16,15,50,64,TRUE,976.370000000315,6
16,16,50,62,TRUE,1715.17500000118,6
16,17,50,62,TRUE,1106.08000000138,6
16,18,60,50,TRUE,1228.50999999719,6
16,19,60,50,FALSE,2742.040000001,3
16,20,50,62,TRUE,1713.46000000267,5
16,21,62,50,TRUE,1792.50499999762,4
16,22,50,60,TRUE,1014.88999999856,5
16,23,60,50,TRUE,967.640000002575,6
16,24,50,58,TRUE,1519.49999999852,6
16,25,58,50,FALSE,1189.30999999793,6
16,26,60,50,TRUE,853.585000000749,6
16,27,60,50,TRUE,935.030000000552,6
16,28,50,58,FALSE,901.920000000246,6
16,29,60,50,FALSE,1873.42999999964,3
16,30,50,62,TRUE,1175.75500000021,6
16,31,50,62,TRUE,856.725000001461,6
16,32,50,60,FALSE,1193.30999999875,3
16,33,62,50,TRUE,957.619999997405,5
16,34,50,62,TRUE,923.940000000584,6
16,35,60,50,TRUE,838.694999998552,6
16,36,60,50,FALSE,973.989999998594,5
16,37,50,62,TRUE,940.000000002328,6
16,38,62,50,TRUE,1119.67999999979,5
16,39,50,60,TRUE,787.499999998545,6
16,40,60,50,FALSE,1020.09499999986,6
16,41,50,62,TRUE,2551.56500000157,3
16,42,50,62,TRUE,1616.3149999993,5
16,43,50,60,FALSE,816.470000001573,4
16,44,62,50,FALSE,2066.46999999793,4
16,45,64,50,TRUE,4565.42499999705,4
16,46,64,50,TRUE,1257.90000000052,6
16,47,50,62,TRUE,779.034999999567,6
16,48,50,62,TRUE,1113.14000000129,6
16,49,60,50,TRUE,2131.6450000013,2
16,50,60,50,FALSE,2233.92500000045,3
16,51,50,62,TRUE,2369.73500000022,5
16,52,50,62,TRUE,867.894999999407,5
16,53,50,60,TRUE,970.694999999978,6
16,54,60,50,TRUE,772.339999999531,6
16,55,58,50,TRUE,821.374999999534,6
16,56,50,58,FALSE,940.640000000712,6
16,57,50,60,FALSE,1147.46999999988,6
16,58,62,50,TRUE,1371.04999999792,6
16,59,62,50,TRUE,1327.62499999808,6
16,60,50,60,TRUE,3771.16999999998,4
16,61,50,60,TRUE,965.065000000322,5
16,62,58,50,TRUE,861.580000000686,6
16,63,50,58,TRUE,1135.03999999739,6
16,64,56,50,FALSE,1649.71499999956,4
16,65,58,50,FALSE,972.294999999576,6
16,66,60,50,TRUE,860.974999999598,6
16,67,50,60,FALSE,1413.0699999987,4
16,68,62,50,TRUE,975.054999998974,6
16,69,62,50,TRUE,1331.19499999884,5
16,70,60,50,FALSE,1000.96499999927,5
16,71,62,50,FALSE,1838.5500000004,5
16,72,64,50,TRUE,1232.25499999899,5
16,73,50,64,TRUE,955.689999998867,5
16,74,50,62,TRUE,947.495000000345,6
16,75,62,50,TRUE,645.229999998264,6
16,76,50,60,FALSE,3468.94999999859,2
16,77,62,50,TRUE,938.145000000077,6
16,78,50,62,TRUE,801.125000001775,6
16,79,50,60,TRUE,890.60999999856,6
16,80,60,50,FALSE,781.815000002098,6
16,81,62,50,TRUE,764.480000001611,6
16,82,62,50,FALSE,1663.01000000024,4
16,83,64,50,TRUE,1008.60500000266,6
16,84,64,50,TRUE,1102.1149999979,5
16,85,50,62,TRUE,798.995000000985,6
16,86,62,50,TRUE,764.194999999774,6
16,87,60,50,FALSE,1270.5449999994,3
16,88,62,50,FALSE,1405.13999999891,4
16,89,64,50,TRUE,822.555000002438,6
16,90,64,50,TRUE,845.66999999882,6
16,91,50,62,TRUE,1034.20499999996,6
16,92,50,62,FALSE,838.550000000396,6
16,93,64,50,TRUE,808.404999999795,6
16,94,50,64,TRUE,812.119999998715,6
16,95,62,50,TRUE,1494.2550000014,3
16,96,62,50,FALSE,1753.68499999971,3
16,97,64,50,TRUE,871.924999999464,4
16,98,64,50,TRUE,1278.3500000005,6
16,99,62,50,TRUE,1722.74499999912,5
16,100,50,62,TRUE,1323.14000000036,3
16,101,60,50,TRUE,1558.43500000268,1
16,102,60,50,TRUE,1146.10999999789,2
16,103,58,50,TRUE,1823.18999999913,3
16,104,50,58,TRUE,1336.4550000006,3
16,105,50,56,TRUE,1832.94499999832,3
16,106,50,56,TRUE,1069.89500000054,3
16,107,54,50,FALSE,1028.97999999911,3
16,108,56,50,TRUE,1684.81500000053,3
16,109,50,56,TRUE,1066.75499999983,3
16,110,54,50,TRUE,779.749999997846,5
16,111,50,54,TRUE,1051.10000000056,4
16,112,52,50,FALSE,823.87000000017,4
16,113,50,54,TRUE,1044.31499999913,5
16,114,50,54,FALSE,3253.23999999819,5
16,115,50,56,TRUE,874.335000000428,5
16,116,50,56,TRUE,818.240000000515,6
16,117,54,50,FALSE,1709.11999999953,6
16,118,50,56,TRUE,927.070000001579,6
16,119,50,56,TRUE,986.075000000652,6
16,120,54,50,FALSE,984.420000000624,6
17,1,70,50,FALSE,2588.99499999825,3
17,2,72,50,TRUE,1659.24999999697,5
17,3,72,50,TRUE,2230.21500000323,2
17,4,70,50,FALSE,3352.84500000125,2
17,5,72,50,TRUE,2402.37999999954,2
17,6,72,50,FALSE,2084.74999999453,3
17,7,50,74,TRUE,918.16000000108,6
17,8,50,74,TRUE,1267.61999999871,6
17,9,50,72,TRUE,1148.2149999938,5
17,10,72,50,TRUE,1768.81500000309,4
17,11,50,70,TRUE,898.7599999964,6
17,12,50,70,TRUE,1089.18999999878,5
17,13,68,50,TRUE,1693.48999999056,2
17,14,50,68,TRUE,1246.16999999853,6
17,15,66,50,TRUE,3223.11499998614,2
17,16,66,50,TRUE,1480.6649999955,3
17,17,50,64,TRUE,1040.79999998794,6
17,18,64,50,FALSE,2207.97500001208,1
17,19,66,50,FALSE,1330.28999999806,2
17,20,68,50,TRUE,2840.01499999431,1
17,21,68,50,TRUE,1481.38499999186,2
17,22,50,66,TRUE,979.294999997364,5
17,23,50,66,TRUE,1164.47999999218,5
17,24,64,50,TRUE,3921.76500000642,2
17,25,64,50,FALSE,1859.21500000404,2
17,26,66,50,TRUE,2524.92999999959,2
17,27,66,50,TRUE,3345.60000000056,2
17,28,50,64,TRUE,1003.9250000118,4
17,29,64,50,FALSE,1371.09000000055,3
17,30,50,66,TRUE,1292.03500000585,5
17,31,50,66,TRUE,1438.51500000164,2
17,32,64,50,TRUE,1241.58500001067,2
17,33,64,50,FALSE,1813.34000000788,2
17,34,66,50,FALSE,1767.82000000821,2
17,35,68,50,TRUE,1407.05999999773,2
17,36,50,68,TRUE,1223.97500000079,4
17,37,50,66,TRUE,1266.66999999725,6
17,38,66,50,TRUE,1040.2449999965,4
17,39,50,64,TRUE,1122.4499999953,5
17,40,50,64,TRUE,1306.94999999832,4
17,41,62,50,TRUE,1276.25500000431,4
17,42,62,50,FALSE,1263.72000000265,4
17,43,50,64,TRUE,1421.57000000589,4
17,44,50,64,TRUE,2526.29000000888,4
17,45,62,50,TRUE,2058.13499999931,3
17,46,50,62,TRUE,1368.82999999216,3
17,47,60,50,TRUE,1252.80000000203,3
17,48,50,60,TRUE,1262.66999999643,4
17,49,50,58,TRUE,1126.48500000068,5
17,50,58,50,TRUE,1647.50500000082,1
17,51,50,56,TRUE,2329.79000000341,2
17,52,56,50,FALSE,2960.46499999647,2
17,53,58,50,FALSE,1409.92499999993,2
17,54,50,60,TRUE,2139.56000001053,3
17,55,50,60,TRUE,2623.00000000687,2
17,56,58,50,TRUE,4469.47999999975,2
17,57,58,50,TRUE,2019.14499999839,2
17,58,56,50,TRUE,1193.94000001193,2
17,59,50,56,TRUE,939.939999996568,3
17,60,50,54,TRUE,1290.70500000671,3
17,61,50,54,TRUE,1432.86499999522,4
17,62,50,52,TRUE,1157.89000000223,4
17,63,50,52,TRUE,1451.63999999932,3
17,64,52,50,FALSE,1316.83000001067,3
17,65,54,50,FALSE,2711.8899999914,2
17,66,56,50,FALSE,2110.37500000384,2
17,67,50,58,TRUE,1290.88500000944,3
17,68,58,50,TRUE,3434.20999999216,2
17,69,56,50,TRUE,1250.93500000366,2
17,70,50,56,TRUE,1125.63000000955,3
17,71,54,50,FALSE,1469.53000000212,3
17,72,56,50,FALSE,1602.36000000441,3
17,73,58,50,FALSE,1458.21500000602,2
17,74,60,50,TRUE,2098.95499999402,2
17,75,50,60,TRUE,1264.53500000935,2
